Serial Number,List Year,Date Recorded,Town,Address,Assessed Value,Sale Amount,Sales Ratio,Property Type,Residential Type,Non Use Code,Assessor Remarks,OPM remarks,Location
70336,2007,03/27/2008,Fairfield,44 SHERMAN CT,382620.0,569000.0,0.672442882,Single Family,Single Family,,,,
70066,2007,12/07/2007,Avon,19 STOCKBRIDGE DR,367850.0,1704000.0,0.215874413,Single Family,Single Family,07 - Change in Property,,,
70313,2007,03/03/2008,Manchester,233 HENRY ST,133700.0,223000.0,0.59955157,Single Family,Single Family,,,,
70914,2007,08/01/2008,New Haven,146 EVERIT ST #D,156940.0,258000.0,0.608294574,Condo,Condo,,,,
70083,2007,10/31/2007,Stratford,585 TANAGER PLACE,180530.0,265000.0,0.681245283,Single Family,Single Family,16 - Charitable Group,,,
70012,2007,02/04/2008,Cornwall,187 WARREN HILL RD.,470160.0,625000.0,0.752256,Single Family,Single Family,,,,POINT (-73.36124 41.78839)
70044,2007,11/30/2007,Colchester,143 STANAVAGE RD,176800.0,239900.0,0.736973739,Single Family,Single Family,,,,POINT (-72.25856 41.55122)
70184,2007,01/31/2008,Enfield,17 SUMMER ST,137900.0,110000.0,1.253636364,Single Family,Single Family,25 - Other,ASSESS > SALE,,
70232,2007,06/05/2008,Cheshire,22 ALYSSA DR,103347.0,503300.0,0.205338764,Condo,Condo,07 - Change in Property,,,
70072,2007,02/08/2008,Griswold,109 SLATER AVE,137760.0,169000.0,0.815147929,Single Family,Single Family,25 - Other,ESTATE - SOLD TO NEIGHBOR,,
70739,2007,02/25/2008,Bridgeport,158-160 PARK ST.,81630.0,199000.0,0.410201005,Four Family,Four Family,14 - Foreclosure,FORECLOSURE,,
70021,2007,10/09/2007,Enfield,72 RAFFIA RD,146440.0,209000.0,0.700669856,Single Family,Single Family,,,,
70359,2007,09/10/2008,East Lyme,20 CHURCH LN #4,152180.0,225000.0,0.676355556,Condo,Condo,,,,
79016,2007,01/02/2008,Salem,193 RATHBUN HILL RD,178570.0,269900.0,0.661615413,Single Family,Single Family,,,,
71718,2007,09/15/2008,Bridgeport,300 SUCCESS AVENUE,2738750.0,43500.0,62.95977011,,,08 - Part Interest,CO-OP,,POINT (-73.15708 41.19732)
70058,2007,07/16/2008,North Stonington,66 MAIN ST,239330.0,346000.0,0.691705202,Single Family,Single Family,24 - Plottage,2 PARCELS (109-8676 & 109-7766),,POINT (-71.88223 41.4409)
70092,2007,11/01/2007,Milford,35 GREENWICH WAY,184590.0,260000.0,0.709961538,Condo,Condo,,,,POINT (-72.99617 41.23243)
70107,2007,02/06/2008,Ledyard,2 LUCIENNE WAY,76370.0,459500.0,0.166202394,Single Family,Single Family,07 - Change in Property,,,
70228,2007,06/24/2008,North Haven,33 WINDSOR RD EAST,316190.0,219950.0,1.43755399,Single Family,Single Family,08 - Part Interest,,,
70986,2007,04/10/2008,Bridgeport,325 LAFAYETTE ST #5104,87260.0,229000.0,0.381048035,Condo,Condo,,,,
70063,2007,10/29/2007,Greenwich,16 LOCKWOOD DR.,1881250.0,2310000.0,0.814393939,Single Family,Single Family,,,,
70122,2007,12/07/2007,Norwich,252 OLD CANTERBURY TPKE #53,0.0,84900.0,0.0,Single Family,Single Family,07 - Change in Property,MOBILE HOME - REPLACEMENT TRAILER,,
71522,2007,08/05/2008,Bridgeport,289 MAPLE STREET,140810.0,279000.0,0.504695341,Two Family,Two Family,14 - Foreclosure,,,POINT (-73.18362 41.18841)
70924,2007,08/04/2008,New Haven,361 WILLOW ST,437780.0,535000.0,0.818280374,Two Family,Two Family,,,,
70176,2007,09/11/2008,New Fairfield,5 CHERRY DR,163700.0,207500.0,0.788915663,Single Family,Single Family,10 - A Will,,,
70007,2007,10/16/2007,Bethlehem,27 JUDGE LN,250850.0,427500.0,0.586783626,Single Family,Single Family,,,,
70270,2007,11/09/2007,Bridgeport,585-589 BREWSTER ST,172271.0,386500.0,0.445720569,Three Family,Three Family,,,,
70456,2007,05/23/2008,Southington,66 CARTER LN,154280.0,210000.0,0.734666667,Single Family,Single Family,,,,
70137,2007,01/02/2008,Branford,23 SO MONTOWESE ST,177700.0,25000.0,7.108,Two Family,Two Family,06 - Portion of Property,REVISION OF LOT,,
70066,2007,02/01/2008,Griswold,29 BROWN AVE,108010.0,10000.0,10.801,Single Family,Single Family,08 - Part Interest,,,
70150,2007,06/30/2008,Suffield,165 SUSAN DR,148960.0,290000.0,0.513655172,Single Family,Single Family,,,,
70305,2007,04/01/2008,Shelton,31 JENYFER CT,196420.0,312000.0,0.629551282,Single Family,Single Family,,,,
70421,2007,12/12/2007,Bridgeport,SUCCESS VILLAGE BLDG 32 #101,14421579.0,90000.0,160.2397667,,,08 - Part Interest,CO-OP,,
70020,2007,10/02/2007,Southington,PROSPECT ST,11270.0,25000.0,0.4508,,,08 - Part Interest,,,
70193,2007,01/22/2008,Norwich,303 MOHEGAN PARK RD #130,22000.0,27000.0,0.814814815,Single Family,Single Family,,MOBILE HOME,,
70109,2007,08/25/2008,Old Lyme,14 MAYWOOD DR.,514000.0,514000.0,1.0,Single Family,Single Family,14 - Foreclosure,,,
70706,2007,02/14/2008,Bridgeport,2439 & 2445-2447 FAIRFIELD AVE,232690.0,410000.0,0.567536585,,,11 - Court Order,ADMINISTRATOR'S DEED,,POINT (-73.22222 41.16191)
70135,2007,11/19/2007,Milford,850 EAST BROADWAY,305950.0,285000.0,1.073508772,Single Family,Single Family,25 - Other,ASSESS > SALE PRICE,,POINT (-73.06218 41.20544)
70056,2007,02/19/2008,Putnam,69 BLOOD RD,153100.0,225000.0,0.680444444,Single Family,Single Family,,,,
70042,2007,11/19/2007,Tolland,29 FOREST LN,443700.0,845000.0,0.525088757,Single Family,Single Family,,,,
70090,2007,11/01/2007,Milford,15 SOUTHWIND LN,119580.0,170000.0,0.703411765,Condo,Condo,,,,
70379,2007,01/02/2008,Norwalk,61 LEXINGTON AVE,258230.0,27810.0,9.28550881,Single Family,Single Family,08 - Part Interest,,,
70005,2007,10/29/2007,Bethany,173 HILLDALE RD,273730.0,629000.0,0.43518283,Single Family,Single Family,,,,
70004,2007,10/22/2007,Morris,7 NORTH TERRELL FARM RD,202820.0,362000.0,0.560276243,Single Family,Single Family,,,,
70341,2007,04/23/2008,Norwich,7 AQUEDUCT ST,67000.0,158000.0,0.424050633,Single Family,Single Family,,,,
70198,2007,05/27/2008,North Haven,40 DEL AVE,172760.0,410000.0,0.421365854,Single Family,Single Family,07 - Change in Property,,,
70407,2007,04/25/2008,Hamden,12 SHEPARD HILL RD,134820.0,200000.0,0.6741,Condo,Condo,,,,
70107,2007,03/04/2008,New Canaan,64 SUNRISE AVE.,428000.0,525000.0,0.815238095,Single Family,Single Family,,,,
70203,2007,03/03/2008,Branford,33 OLD SMUGGLERS RD,221400.0,345000.0,0.64173913,Single Family,Single Family,,,,POINT (-72.82605 41.26781)
70147,2007,11/21/2007,Milford,210 OLD FIELD LN,215800.0,281000.0,0.76797153,Single Family,Single Family,,,,
70088,2007,07/08/2008,Beacon Falls,16 RIMMON HILL RD,233880.0,335000.0,0.698149254,Single Family,Single Family,,,,
70243,2007,12/31/2007,Milford,20 JUDSON PL,210210.0,281190.0,0.747572816,Single Family,Single Family,,,,
70125,2007,05/19/2008,Tolland,160 NEW RD,136800.0,222225.0,0.615592305,Single Family,Single Family,01 - Family,,,
70133,2007,06/04/2008,Stafford,386 EAST ST,186200.0,117500.0,1.584680851,Single Family,Single Family,08 - Part Interest,,,
70233,2007,09/26/2008,Monroe,30 RICHMOND DR,204050.0,346500.0,0.588888889,Single Family,Single Family,,,,
70159,2007,04/04/2008,Avon,36 FRANDEL DR,369470.0,695000.0,0.531611511,Single Family,Single Family,,,,
70553,2007,06/26/2008,Fairfield,10 CENTERBROOK RD,322350.0,435000.0,0.741034483,Single Family,Single Family,,,,
70058,2007,02/26/2008,Portland,8 BARRY AVE,90370.0,175900.0,0.513757817,Two Family,Two Family,,,,
70077,2007,08/07/2008,Thomaston,143 PINE HILL RD #11D,94500.0,143500.0,0.658536585,Condo,Condo,,,,
70461,2007,07/28/2008,Norwich,25 NORDON AVE,77000.0,154800.0,0.497416021,Single Family,Single Family,,,,
70221,2007,12/14/2007,New Haven,439 MIDDLETOWN AVE,112210.0,160000.0,0.7013125,Single Family,Single Family,10 - A Will,,,POINT (-72.8774 41.32867)
70033,2007,10/22/2007,Hamden,1244 SHEPARD AVE,182000.0,275000.0,0.661818182,Single Family,Single Family,,,,
70464,2007,12/21/2007,Bridgeport,183 UNION AVE,93660.0,60150.0,1.557107232,Two Family,Two Family,14 - Foreclosure,,,
70170,2007,09/03/2008,New Fairfield,30 MUSKET RIDGE RD,281000.0,390000.0,0.720512821,Single Family,Single Family,,,,
70064,2007,11/13/2007,Branford,81 MONTOYA,102900.0,179900.0,0.571984436,Condo,Condo,,,,POINT (-72.8273 41.28229)
70140,2007,12/18/2007,Norwich,81 OAKRIDGE ST,57000.0,247000.0,0.230769231,Three Family,Three Family,,,,
70167,2007,12/20/2007,Hamden,35 TODD ST #301,74970.0,359900.0,0.208307863,Condo,Condo,07 - Change in Property,,,
70034,2007,05/12/2008,Harwinton,221 WOODCHUCK LN,185210.0,372500.0,0.497208054,Single Family,Single Family,07 - Change in Property,,,
70100,2007,03/17/2008,Seymour,14 WILLIAM LN,103810.0,250000.0,0.41524,,,,,,POINT (-73.10714 41.38306)
70074,2007,01/22/2008,Seymour,39 MAPLE ST,150990.0,12590.0,11.99285147,Two Family,Two Family,08 - Part Interest,,,
70654,2007,08/14/2008,East Hartford,46 BROAD ST,115480.0,127500.0,0.90572549,Single Family,Single Family,11 - Court Order,ESTATE,,POINT (-72.62655 41.73204)
70044,2007,06/25/2008,Bolton,58 FAIRWAY DR,246070.0,395000.0,0.622962025,Single Family,Single Family,,,,
70013,2007,11/02/2007,Derby,302 BIRMINGHAM COND,120860.0,195000.0,0.619794872,Condo,Condo,,,,
70386,2007,03/11/2008,Meriden,442 PARKER AVE SO.,110500.0,150000.0,0.736666667,Single Family,Single Family,14 - Foreclosure,,,
71267,2007,06/09/2008,Bridgeport,79 KENNEDY DR,80510.0,128000.0,0.628984375,Condo,Condo,25 - Other,PRIVATE SALE,,
70159,2007,05/27/2008,Brookfield,55 HOMESTEAD LN,151030.0,201000.0,0.751393035,Condo,Condo,,,,
70683,2007,08/01/2008,Fairfield,234 FAIRFIELD PL,492520.0,660000.0,0.746242424,Single Family,Single Family,,,,
70038,2007,06/04/2008,Bolton,37 KEENEY DR,179860.0,350000.0,0.513885714,Single Family,Single Family,,,,
70119,2007,02/15/2008,Avon,69 CIDER BROOK RD,205980.0,395000.0,0.521468354,Single Family,Single Family,,,,
70125,2007,12/11/2007,Norwich,37 BROOKSIDE DR,163000.0,360673.0,0.451932914,Single Family,Single Family,07 - Change in Property,,,
70185,2007,01/04/2008,Southington,36 SHEFFIELD PL,136850.0,350000.0,0.391,,,24 - Plottage,,,
70048,2007,07/17/2008,Lisbon,7 BUSHNELL RD,128660.0,197000.0,0.653096447,Single Family,Single Family,,,,
70687,2007,08/04/2008,Hamden,73 CAROLINE ST,237790.0,331500.0,0.717315234,Single Family,Single Family,,,,
70036,2007,09/02/2008,Cornwall,69 SCOVILLE RD,252270.0,20000.0,12.6135,Single Family,Single Family,08 - Part Interest,,,
70496,2007,06/04/2008,East Hartford,38 GARVAN ST,129400.0,187000.0,0.69197861,Single Family,Single Family,,,,
71040,2007,04/24/2008,Bridgeport,484 INDIAN AVE,104860.0,166000.0,0.631686747,Single Family,Single Family,14 - Foreclosure,,,
70449,2007,09/23/2008,New Milford,41 WEBATUCK RD,76160.0,80000.0,0.952,Single Family,Single Family,18 - In Lieu Of Foreclosure,MOBILE HOME,,
70112,2007,09/03/2008,Old Lyme,40 HATCHETTS PT. RD.,1154800.0,200000.0,5.774,Single Family,Single Family,01 - Family,Family Sale- 20.9475% Int.,,
70329,2007,03/19/2008,Hamden,218 RIVERSIDE DRIVE,152880.0,239000.0,0.639665272,Single Family,Single Family,,,,
70025,2007,11/02/2007,Colchester,631 NORWICH AVE,48600.0,396200.0,0.122665321,Single Family,Single Family,07 - Change in Property,,,
70076,2007,04/08/2008,Putnam,106 SAYLE AVE,37200.0,60000.0,0.62,,,,,,
70531,2007,09/26/2008,Norwich,139 MERCHANTS AVE,141000.0,292000.0,0.482876712,Single Family,Single Family,,,,POINT (-72.06123 41.5648)
70003,2007,10/03/2007,Brookfield,61 KELLOGG ST,878630.0,1600000.0,0.54914375,Single Family,Single Family,07 - Change in Property,,,
70256,2007,05/30/2008,East Haven,11 HILTON AVE,132000.0,144000.0,0.916666667,Single Family,Single Family,,,,
70748,2007,08/19/2008,Greenwich,95 COGNEWAUGH RD,837270.0,1245000.0,0.672506024,Single Family,Single Family,,,,
70615,2007,07/01/2008,Stratford,240 POST OAK RD,173180.0,275000.0,0.629745455,Single Family,Single Family,,,,POINT (-73.1436 41.23174)
70047,2007,11/26/2007,Rocky Hill,10 JENNIFERS WAY,34520.0,418656.0,0.08245433,Condo,Condo,07 - Change in Property,,,
70709,2007,08/05/2008,Greenwich,51 FOREST AVE #142,508480.0,785000.0,0.647745223,Condo,Condo,,,,
70217,2007,01/16/2008,Hamden,85 LONDON DR.,123620.0,180000.0,0.686777778,Single Family,Single Family,10 - A Will,,,POINT (-72.89958 41.34291)
70087,2007,01/10/2008,Clinton,15 LIBERTY RIDGE,217400.0,352500.0,0.616737589,Single Family,Single Family,,,,
70172,2007,01/04/2008,Norwich,161 WAWECUS HILL RD,49000.0,390000.0,0.125641026,Single Family,Single Family,07 - Change in Property,,,
70081,2007,12/28/2007,Avon,2 HAWTHORNE WAY,337670.0,580000.0,0.582189655,Condo,Condo,,,,
70751,2007,08/28/2008,Hamden,103 ROBERTSON DR,184520.0,175000.0,1.0544,Single Family,Single Family,25 - Other,ASSESS > SALE,,
70009,2007,02/11/2008,Franklin,122 MEETINGHOUSE HILL RD,131620.0,50000.0,2.6324,Single Family,Single Family,08 - Part Interest,,,
70162,2007,11/06/2007,Norwalk,42 COUNTY ST,192500.0,350000.0,0.55,Single Family,Single Family,,,,
70036,2007,11/06/2007,Ledyard,1742 ROUTE 12#6-E,80640.0,112000.0,0.72,Condo,Condo,,,,
70513,2007,01/02/2008,Bridgeport,218 WEST AVE,114560.0,270888.0,0.422905407,Two Family,Two Family,18 - In Lieu Of Foreclosure,,,
70125,2007,10/18/2007,Bridgeport,265 ANTON ST,150410.0,295000.0,0.509864407,Single Family,Single Family,,,,POINT (-73.22044 41.21788)
70456,2007,03/27/2008,Norwalk,140 HIGHLAND AVE,547260.0,1250000.0,0.437808,Single Family,Single Family,,,,POINT (-73.43468 41.07366)
70034,2007,05/01/2008,Sprague,126 HIGH ST,73400.0,110000.0,0.667272727,Single Family,Single Family,,,,
70151,2007,05/30/2008,Monroe,312 TURKEY ROOST RD,222880.0,370000.0,0.602378378,Single Family,Single Family,,,,POINT (-73.20964 41.35931)
70032,2007,03/10/2008,Columbia,1 SZEGDA RD,136800.0,97500.0,1.403076923,Single Family,Single Family,08 - Part Interest,"TOTAL SALE= $95,000; 070033 FOR SALE OF OTHER HALF INTEREST",,POINT (-72.29866 41.69749)
70328,2007,06/03/2008,Branford,23 MANORWOOD DR,97500.0,177000.0,0.550847458,Condo,Condo,,,,
70635,2007,06/24/2008,Hartford,36-38 NATICK ST,43168.0,130000.0,0.332061538,Two Family,Two Family,14 - Foreclosure,,,
70175,2007,12/03/2007,Manchester,38-40 SUMMER ST,122300.0,167500.0,0.730149254,Two Family,Two Family,,,,
70018,2007,10/31/2007,Killingworth,40 BECKWITH RD,272170.0,320000.0,0.85053125,Single Family,Single Family,,,,
70129,2007,08/15/2008,Derby,23-25 ELEVENTH ST,172060.0,210000.0,0.819333333,Two Family,Two Family,,,,
70030,2007,02/20/2008,Bethany,45 ROUND HILL RD.,4200.0,6994.0,0.600514727,,,,,,
70044,2007,10/16/2007,Milford,42 NAUGATUCK AVE,229570.0,275000.0,0.8348,,,,,,
70192,2007,07/11/2008,Colchester,221 WEST ROAD,172900.0,250000.0,0.6916,Single Family,Single Family,10 - A Will,,,
70582,2007,05/09/2008,New Haven,425 BLATCHLEY AVE,148820.0,140000.0,1.063,Two Family,Two Family,,,,
70510,2007,06/10/2008,Fairfield,34 LALLEY BLVD,515480.0,1070000.0,0.481757009,Single Family,Single Family,,,,
70300,2007,04/24/2008,Torrington,60 UNIVERSITY DR,144000.0,195000.0,0.738461538,Single Family,Single Family,14 - Foreclosure,,,
70244,2007,12/04/2007,Norwalk,136 PARTRICK AVE,319550.0,550000.0,0.581,Single Family,Single Family,,,,
70179,2007,07/31/2008,Tolland,36 ZINFANDEL CIR,253800.0,395000.0,0.642531646,Single Family,Single Family,,,,
70202,2007,01/02/2008,Shelton,579 RIVER ROAD,142100.0,203500.0,0.698280098,Single Family,Single Family,,,,
70234,2007,11/02/2007,Bridgeport,98 ANSON ST,145881.0,275000.0,0.530476364,Two Family,Two Family,,,,POINT (-73.20056 41.1995)
70071,2007,10/31/2007,Southington,268 WEST ST,205590.0,310000.0,0.663193548,Single Family,Single Family,,,,
70074,2007,05/20/2008,Lebanon,36 RITA DR,78170.0,150000.0,0.521133333,Single Family,Single Family,,,,
70433,2007,05/01/2008,Manchester,166 ADAMS ST,119700.0,1310000.0,0.091374046,,,25 - Other,"ZONE CHANGE? PURCHASED 10/10/07 FOR $355,000",,
70026,2007,10/29/2007,Ledyard,8 BARN RD,130480.0,153000.0,0.852810458,Single Family,Single Family,01 - Family,,,POINT (-72.04445 41.48342)
70230,2007,02/11/2008,Norwich,43-45 LAFAYETTE ST,111000.0,200000.0,0.555,Two Family,Two Family,,ONE TWO FAMILY HOUSE & ONE SINGLE FAMILY HOUSE,,
70070,2007,08/18/2008,North Stonington,LAKESIDE DR,3990.0,15000.0,0.266,,,,,,
70333,2007,08/04/2008,East Haven,5 JANE CT,146210.0,141737.0,1.03155845,Single Family,Single Family,01 - Family,,,
70001,2007,10/02/2007,Haddam,297 OXBOW RD,264010.0,429900.0,0.614119563,Single Family,Single Family,,,,
70173,2007,12/03/2007,Milford,56 WENDY RD,274220.0,365000.0,0.751287671,Single Family,Single Family,,,,
70199,2007,12/06/2007,New Haven,117 WARD ST,60270.0,245000.0,0.246,Two Family,Two Family,07 - Change in Property,RENOVATIONS,,
70254,2007,11/06/2007,Bridgeport,138-140 CLIFFORD ST,116621.0,320000.0,0.364440625,Two Family,Two Family,04 - Correcting Deed,,,
71337,2007,06/25/2008,Bridgeport,373 STILLMAN ST,21870.0,20000.0,1.0935,,,15 - Government Agency,,,
70026,2007,11/16/2007,Plymouth,1 RIDGEVIEW ST,45360.0,52000.0,0.872307692,Single Family,Single Family,,MOBILE HOME,,
70215,2007,05/28/2008,Cheshire,435 SHERIDAN DR,174580.0,305000.0,0.572393443,Single Family,Single Family,,,,POINT (-72.91387 41.51792)
70014,2007,11/01/2007,Somers,168 & 176 WOOD RD,151270.0,240000.0,0.630291667,Single Family,Single Family,28 - Use Assessment,,,
70596,2007,07/03/2008,Fairfield,56 MILL HILL RD,266980.0,92500.0,2.88627027,Condo,Condo,01 - Family,,,
70095,2007,11/28/2007,Newington,203 STERLING DR,211050.0,313210.0,0.67382906,Condo,Condo,,,,
70013,2007,02/05/2008,Chester,39 TURKEY HILL RD,186000.0,200000.0,0.93,Single Family,Single Family,01 - Family,,,
70126,2007,11/27/2007,East Hartford,128 GOODWIN ST,122980.0,184500.0,0.666558266,Single Family,Single Family,11 - Court Order,,,
70005,2007,10/22/2007,Deep River,101 BUSHY HILL RD,255360.0,322000.0,0.793043478,Single Family,Single Family,,,,POINT (-72.47878 41.35611)
70247,2007,02/22/2008,Southington,42 WEST MAIN ST,195790.0,400000.0,0.489475,,,,,,
70305,2007,09/23/2008,New Canaan,110 GLEN DR,718500.0,1230000.0,0.584146341,Single Family,Single Family,,,,
70038,2007,12/14/2007,Burlington,LOT 1 COVEY RD (#187),192010.0,37500.0,5.120266667,Single Family,Single Family,08 - Part Interest,,,
70035,2007,01/08/2008,Derby,101 HAWKINS ST,161910.0,154400.0,1.048639896,Two Family,Two Family,14 - Foreclosure,,,
70144,2007,01/03/2008,Newington,610 NEW BRITAIN AVE,187590.0,265000.0,0.707886792,Single Family,Single Family,,,,
70224,2007,03/24/2008,Branford,29 HAMPTON PARK,123000.0,185000.0,0.664864865,Condo,Condo,14 - Foreclosure,,,
70275,2007,08/15/2008,Bloomfield,15F WOODLAND AVENUE,72100.0,131900.0,0.546626232,Condo,Condo,,,,
70069,2007,07/01/2008,Bethany,164 RUSSELL RD,77070.0,584500.0,0.131856287,Single Family,Single Family,07 - Change in Property,,,
70057,2007,03/11/2008,Derby,57 SELMA AVENUE,184100.0,321000.0,0.573520249,Single Family,Single Family,,,,
70431,2007,04/22/2008,Greenwich,41 LOCKWOOD RD,1557150.0,3425000.0,0.454642336,Single Family,Single Family,07 - Change in Property,,,
70077,2007,12/21/2007,Avon,76 NORTHGATE,550070.0,982000.0,0.560152749,Single Family,Single Family,,,,
70312,2007,07/25/2008,East Lyme,39 PATTAGANSETT DR,177100.0,302500.0,0.585454545,Single Family,Single Family,,,,
70109,2007,01/31/2008,Cheshire,190 REMUS RD.,189510.0,299000.0,0.633812709,Single Family,Single Family,,,,POINT (-72.91374 41.45904)
70211,2007,02/26/2008,Newington,GRISWOLDVILLE AVE,14150.0,12000.0,1.179166667,,,07 - Change in Property,,,
71238,2007,06/04/2008,Bridgeport,676 BROOKS ST,57970.0,125000.0,0.46376,Single Family,Single Family,,,,
70013,2007,10/09/2007,Newington,59 CHERRY HILL DR.,148680.0,190000.0,0.782526316,Single Family,Single Family,,,,
70505,2007,05/22/2008,Milford,JOHN HENRY LN LOT #2,140840.0,300000.0,0.469466667,,,,,,
70067,2007,02/21/2008,Haddam,1196 KILLINGWORTH RD,141590.0,259000.0,0.546679537,Single Family,Single Family,,,,
70063,2007,08/29/2008,Bolton,3 DARIA DR,381670.0,555750.0,0.686765632,Single Family,Single Family,,,,
71749,2007,09/22/2008,Bridgeport,159 JUDSON PLACE,104020.0,196500.0,0.529363868,Single Family,Single Family,,,,
70421,2007,08/29/2008,New Milford,86 GLEN RIDGE CT,94780.0,175000.0,0.5416,Condo,Condo,,,,POINT (-73.42324 41.58511)
70339,2007,06/12/2008,Branford,57 MANORWOOD DR.,104700.0,174900.0,0.598627787,Condo,Condo,,,,
70599,2007,05/14/2008,New Haven,320 ALDEN AVE,197610.0,239000.0,0.826820084,Two Family,Two Family,,,,POINT (-72.96327 41.32464)
70533,2007,01/04/2008,Bridgeport,634 & 638 NEWFIELD AVE,56910.0,32000.0,1.7784375,,,15 - Government Agency,,,
70148,2007,06/03/2008,Old Saybrook,78 MIDDLETOWN AVE,120200.0,200000.0,0.601,Single Family,Single Family,,,,
70453,2007,08/25/2008,Branford,26 OLD QUARRY RD,280200.0,385000.0,0.727792208,Single Family,Single Family,,,,
70071,2007,03/27/2008,Putnam,37 CENTER ST,100200.0,170000.0,0.589411765,Single Family,Single Family,,,,
70711,2007,08/15/2008,Hamden,21 RALSTON AVE,185920.0,319500.0,0.581909233,Single Family,Single Family,,,,
70452,2007,04/10/2008,Meriden,52 & 520 EAST RD,211680.0,235000.0,0.900765957,Single Family,Single Family,,,,
70459,2007,05/21/2008,Fairfield,10 TURNEY RD,397320.0,525000.0,0.7568,Single Family,Single Family,01 - Family,,,
70039,2007,10/26/2007,East Hampton,4 LONG CROSSING RD.,154840.0,265000.0,0.584301887,Two Family,Two Family,,,,POINT (-72.53452 41.56753)
70003,2007,10/02/2007,Bloomfield,19 JONATHAN PL,130740.0,247900.0,0.527390077,Single Family,Single Family,,,,POINT (-72.73553 41.84952)
